question_id,answer_filename,answer_text,answer_correct
00043_61782,M3_1_03_00043_61782_A.png,"$ x $ 의 값을 $ x^{2}-x-2=0 $ 에 대입해 보면 \[ \begin{array}{l} x=-2 \text { 일 때, }[-2]^{2}-[-2]-2=4 \neq 0 \\ x=-1 \text { 일 때. }[-1]^{2}-[-1]-2=0 \text { (참) } \\ x=0 \text { 일 때, } 0^{2}-0-2=-2 \neq 0 \\ x=1 \text { 일 때. } 1^{2}-1-2=-2 \neq 0 \\ x=2 \text { 일 때. } 2^{2}-2-2=0 \text { (참) } \end{array} \] 따라서 참이 되게 하는 $ x $ 의 값들의 합은 $ [-1]+2=1 $",③
00043_61783,M3_1_03_00043_61783_A.png,④ $ (-1)^{2}+2 \times(-1)-3=-4 \neq 0 $,④
00043_61784,M3_1_03_00043_61784_A.png,"주어진 방정식의 한 근이 $2$ 이므로 대입하면 \[ 2^{2}+2 a-3 a=0,  4-a=0  \therefore a=4 \]",$4$
00043_61786,M3_1_03_00043_61786_A.png,공통인 해가 $‒2$이므로 각 방정식에 대입하면 $ (-2)^{2}-5 \times[-2]+a=0 $ 에서 $ a=-14   3\left\{(-2]^{2}+[-2]\right\}=b $ 에서 $ b=6   \therefore a+b=-8 $,④
00043_61787,M3_1_03_00043_61787_A.png,공통인 해가 1 이므로 각 방정식에 대입하면 \[ \begin{array}{l} 1^{2}+3-a=0 \text { 에서 } a=4 \\ 1^{2}+4+b=0 \text { 에서 } b=-5 \\ \therefore a-b=9 \end{array} \],②
00043_61788,M3_1_03_00043_61788_A.png,"주어진 방정식의 한 근이 $ a+1 $ 이므로 \[ \begin{array}{l} (a+1)^{2}-3(a+1)-5=0, \quad a^{2}-a=7 \\ \therefore a^{2}-a+1=7+1=8 \end{array} \]",$8$
00043_61790,M3_1_03_00043_61790_A.png,"$ x=a $ 를 $ x^{2}-3 x+1=0 $ 에 대입하면 $ a^{2}-3 a+1=0,  a^{2}-3 a=-1 $ $ x=b $ 를 $ x^{2}-6 x+2=0 $ 에 대입하면 $ b^{2}-6 b+2=0,  b^{2}-6 b=-2 $ $ \therefore a^{2}+b^{2}-3 a-6 b=(a^{2}-3 a)+(b^{2}-6 b)=(-1)+(-2)=-3 $",①
00043_61791,M3_1_03_00043_61791_A.png,$ \therefore \frac{a^{2}-2 a+1}{b^{2}-2 b-1}=\frac{\frac{1}{2}+1}{\frac{1}{2}-1}=\frac{\frac{3}{2}}{-\frac{1}{2}}=-3 $,"② 주어진 방정식의 두 근이 $a, b$이므로 $2a^2‒4a‒1=0, 2b^2‒4b‒1=0$ $ a^{2}-2 a=\frac{1}{2}, \quad b^{2}-2 b=\frac{1}{2} $"
00043_61792,M3_1_03_00043_61792_A.png,③ $ 3^{2}-3 \times 3+3=3 \neq 0 $,③
00043_61793,M3_1_03_00043_61793_A.png,① $ 2 \times[-2]^{2}+[-2]-6=0 $(해)② $ (-2)^{2}-4 \times[-2]+4=16 \neq 0 ③ [-2)^{2}-3 \times[-2]-4=6 \neq 0 $④ $ 6 \times(-2)^{2}-2-2=20 \neq 0 $⑤ $ [-2+3](-2-2]=-4 \neq 0 $,①
00043_61794,M3_1_03_00043_61794_A.png,$x=‒2$를 대입하면 $(‒2)^2+3×(‒2)‒4\neq0$ $x=‒1$을 대입하면 $(‒1)^2+3×(‒1)‒4\neq0$ $x=0$을 대입하면 $0^2+3×0‒4\neq0$ $x=1$을 대입하면 $1^2+3×1‒4=0$ $x=2$를 대입하면 $2^2+3×2‒4\neq0$ 따라서 주어진 이차방정식의 해는 $x=1$이다.,③
00043_61795,M3_1_03_00043_61795_A.png,"$ |x| \leq 3 $인 정수는 ‒3, ‒2, ‒1, 0, 1, 2, 3이므로  $ x=-3 $ 을 대입하면 $ [-3]^{2}-2 \times[-3]-8 \neq 0 $  $ x=-2 $ 를 대입하면 $ [-2]^{2}-2 \times[-2]-8=0 $  $ x=-1 $ 을 대입하면 $ [-1]^{2}-2 \times[-1]-8 \neq 0 $  $ x=0 $ 을 대입하면 $ 0^{2}-2 \times 0-8 \neq 0 $  $ x=1 $ 을 대입하면 $ 1^{2}-2 \times 1-8 \neq 0 $  $ x=2 $ 를 대입하면 $ 2^{2}-2 \times 2-8 \neq 0 $  $ x=3 $ 을 대입하면 $ 3^{2}-2 \times 3-8 \neq 0 $  따라서 구하는 해는 $ x=-2 $ 이다.",x=‒2
00043_61798,M3_1_03_00043_61798_A.png,$ x=-1 $ 을 $ 5 x^{2}-4 x+a=0 $ 에 대입하면 $ 5+4+a=0 $ \[\therefore a=-9\] $ x=2 $ 를 $ 3 x^{2}+2 x-b=0 $ 에 대입하면 $ 12+4-b=0 $ $ \therefore b=16 $ $ \therefore a+b=-9+16=7 $,$7$
00043_61800,M3_1_03_00043_61800_A.png,"$ x=1 $ 을 주어진 방정식에 대입하면 $2-a+b=0, a-b=2 \cdots \cdots \cdot \text { ㉠ } $ $ x=2 $ 를 주어진 방정식에 대입하면 $8-2 a+b=0,2 a-b=8 \cdots \cdots \cdot \text {㉡}$ ㉠, ㉡을 연립하여 풀면 $ a=6, b=4 $ $ \therefore a-2 b=6-2 \times 4=-2$",②
00043_61801,M3_1_03_00043_61801_A.png,$ x=2 $ 를 $ x^{2}-4 x-a=0 $ 에 대입하면 $ 4-8-a=0  \therefore a=-4 $ $ x=2 $ 를 $ 3 x^{2}-b x+2=0 $ 에 대입하면 $ 12-2 b+2=0 $ $ \therefore b=7 $ $ \therefore a+b=3 $,③
00043_61802,M3_1_03_00043_61802_A.png,$ x=-3 $ 을 $ x^{2}+a x-3=0 $ 에 대입하면 $ 9-3 a-3=0  \therefore a=2 $ $ x=2 $ 를 $ 3 x^{2}-8 x+b=0 $ 에 대입하면 $ 12-16+b=0  \therefore b=4 $ $ \therefore a-b=-2 $,②
00043_61803,M3_1_03_00043_61803_A.png,"$ x=1 $ 을 $ k x^{2}+a x+[k+2] b=0 $ 에 대입하면 $ k+a+[k+2] b=0 $ $ k $ 에 대하여 식을 정리하면 $ (1+b) k+(a+2 b)=0 \cdots \cdots $ (ㄱ) (ㄱ)이 $ k $ 의 값에 관계없이 항상 성립해야 하므로 \( 1+b=0, a+2 b=0 \quad \therefore a=2, b=-1 \\ \therefore a+b=1 \)",④
00043_61804,M3_1_03_00043_61804_A.png,$ x=\alpha $ 를 $ x^{2}-x+1=0 $에 대입하면 $ \alpha^{2}-\alpha+1=0  \therefore \alpha^{2}+1=\alpha   \therefore-\frac{2 \alpha}{1+\alpha^{2}}=-\frac{2 \alpha}{\alpha}=-2 $,-2
00043_61805,M3_1_03_00043_61805_A.png,$ x=\alpha $ 를 $ 3 x^{2}+6 x-1=0 $ 에 대입하면 $ 3 \alpha^{2}+6 \alpha-1=0 $ 양변을 $3$ 으로 나누면 $ \alpha^{2}+2 \alpha-\frac{1}{3}=0  \therefore \alpha^{2}+2 \alpha=\frac{1}{3} $,$ \frac{1}{3} $
00043_61807,M3_1_03_00043_61807_A.png,$ x=\alpha $ 를 $ x^{2}-3 x+1=0 $ 에 대입하면 $ \alpha^{2}-3 \alpha+1=0 $ $ \alpha \neq 0 $ 이므로 양변을 $ \alpha $ 로 나누면 $ \alpha+\frac{1}{\alpha}=3 $ $ \therefore \alpha^{2}+\frac{1}{\alpha^{2}}=\left(\alpha+\frac{1}{\alpha}\right)^{2}-2=3^{2}-2=7 $,$7 \\ $
00043_61808,M3_1_03_00043_61808_A.png,$ x=\alpha $ 를 $ x^{2}-4 x+1=0 $ 에 대입하면 $ \alpha^{2}-4 \alpha+1=0 \quad \therefore \alpha^{2}-4 \alpha=-1 $ $ \alpha \neq 0 $이므로 양변을 α로 나누면 $ \alpha-4=-\frac{1}{\alpha} \quad \therefore \alpha+\frac{1}{\alpha}=4 $ $ \begin{aligned} \therefore\left(\alpha^{2}-4 \alpha+3\right)\left(\alpha+\frac{1}{\alpha}\right) & =(-1+3) \times 4 \\ & =2 \times 4=8\end{aligned} $,⑤
00043_61809,M3_1_03_00043_61809_A.png,$x=a$ 를 $x^{2}-3 x+1=0$ 에 대입하면 \[ a^{2}-3 a+1=0 \quad \therefore a^{2}-3 a=-1 \]	 $a \neq 0$ 이므로 양변을 $a$ 로 나누면 \[ \begin{array}{c} a-3=-\frac{1}{a} \quad \therefore a+\frac{1}{a}=3 \\ \therefore\left(2 a^{2}-6 a\right)\left(a+\frac{1}{a}\right)=2 \times[-1] \times 3 \\ =-6 \end{array} \],$-6$
00043_61811,M3_1_03_00043_61811_A.png,$ x=\alpha $ 를 $ x^{2}-x+1=0 $ 에 대입하면 \[ \begin{array}{l} \alpha^{2}-\alpha+1=0 \text { 에서 } \alpha^{2}+1=\alpha \\ \therefore-\frac{7 \alpha}{1+\alpha^{2}}=-\frac{7 \alpha}{\alpha}=-7 \end{array} \],①
00043_61812,M3_1_03_00043_61812_A.png,"주어진 이차방정식의 두 근이 $ \alpha \beta $ 이므로 $ x^{2}-5 x+1=0 $ 에 $ x=\alpha, x=\beta $ 를 각각 대입하면 \[ \begin{array}{l} \alpha^{2}-5 \alpha+1=0 \text { 에서 } \alpha^{2}-5 \alpha=-1 \\ \beta^{2}-5 \beta+1=0 \text { 에서 } \beta^{2}-5 \beta=-1 \\ \therefore\left(\alpha^{2}-5 \alpha+2\right)\left(\beta^{2}-5 \beta-3\right)=(-1+2)(-1-3)=-4 \end{array} \]",④
00043_61813,M3_1_03_00043_61813_A.png,$ x^{2}+4 x-3=0 $ 에 $ x=\alpha $ 를 대입하면 $ \alpha^{2}+4 \alpha-3=0 $ 에서 $ \alpha^{2}+4 \alpha=3   \therefore 3 \alpha^{2}+12 \alpha-5=3\left(\alpha^{2}+4 \alpha\right)-5   =3 \times 3-5=4 $,①
00043_61814,M3_1_03_00043_61814_A.png,"$ \begin{array}{l}2 x^{2}-5 x-13=0 \text { 에 } x=\alpha \text { 를 대입하면 } \\ 2 \alpha^{2}-5 \alpha-13=0,2 \alpha^{2}-5 \alpha=13 \\ \therefore 4 \alpha^{2}-10 \alpha=2\left(2 \alpha^{2}-5 \alpha\right)=2 \times 13=26\end{array} $",②
00043_61815,M3_1_03_00043_61815_A.png,$ 3 x^{2}-2 x-1=0 $ 에 $ x=a $ 를 대입하면 $ 3 a^{2}-2 a-1=0 $ 에서 $ 3 a^{2}-2 a=1 $ $ x^{2}+2 x-15=0 $ 에 $ x=b $ 를 대입하면 $ b^{2}+2 b-15=0 $ 에서 $ b^{2}+2 b=15 $ $ \begin{aligned} \therefore 3 a^{2}+2 b^{2}-2 a+4 b & =\left(3 a^{2}-2 a\right)+2\left(b^{2}+2 b\right) \\ & =1+2 \times 15=31\end{aligned} $,⑤
00043_61816,M3_1_03_00043_61816_A.png,$ x^{2}+6 x+1=0 $ 에 $ x=\alpha $ 를 대입하면  $ \alpha^{2}+6 \alpha+1=0 $   $\alpha \neq 0$ 이므로 양변을  $\alpha$  로 나누면  $ \alpha+6+\frac{1}{\alpha}=0 $ 에서 $ \alpha+\frac{1}{\alpha}=-6 $   $ \therefore \alpha^{2}+\frac{1}{\alpha^{2}}=\left(\alpha+\frac{1}{\alpha}\right)^{2}-2=(-6)^{2}-2=34 $,③
00043_61817,M3_1_03_00043_61817_A.png,$ 5 \times(-3)^{2}+a \times(-3)-27=0 $   $ -3 a+18=0 \quad \therefore a=6 $   $ b x^{2}+2 x-21=0 $ 에 $ x=-3 $ 을 대입하면  $ b \times(-3)^{2}+2 \times(-3)-21=0 $   $ 9 b-27=0 \quad \therefore b=3 $   $ \therefore a-b=6-3=3 $,④
00043_61818,M3_1_03_00043_61818_A.png,$ x^{2}-x-1=0 $ 의 한 근이 $ a $ 이므로 $ a^{2}-a-1=0 $ 에서 $ a^{2}-a=1 $ $ \therefore 2 a^{2}-2 a-1=2\left(a^{2}-a\right)-1=1 $,$1$
00043_61819,M3_1_03_00043_61819_A.png,$ x^{2}+4 x+1=0 $ 에 $ x=m $ 을 대입하면 \[ m^{2}+4 m+1=0 \] $ m \neq 0 $ 이므로 양변을 $ m $ 으로 나누면 \[ m+4+\frac{1}{m}=0  \therefore m+\frac{1}{m}=-4 \],$-4$
00043_61820,M3_1_03_00043_61820_A.png,$ \begin{array}{l}x^{2}-\sqrt{5} x+1=0 \text { 의 한 근이 } \alpha \text { 이므로 } \\ \alpha^{2}-\sqrt{5} \alpha+1=0 \\ \alpha \neq 0 \text { 이므로 양변을 } \alpha \text { 로 나누면 } \\ \alpha-\sqrt{5}+\frac{1}{\alpha}=0 \\ \therefore \alpha+\frac{1}{\alpha}=\sqrt{5}\end{array} $,$ \sqrt{5} $
00043_61823,M3_1_03_00043_61823_A.png,(1) $x=α$를 $x^2‒5x+1=0$에 대입하면 $α^2‒5α+1=0$에서 $α^2‒5α=‒1$ $\therefore α2‒5α+5=‒1+5=4$ $(2) α2‒5α+1=0$에서 $α\neq0$이므로 양변을 $α$로 나누면 $ \begin{array}{l}\alpha-5+\frac{1}{\alpha}=0 \text { 에서 } \alpha+\frac{1}{\alpha}=5 \\ \therefore \alpha^{2}+\frac{1}{\alpha^{2}}=\left(\alpha+\frac{1}{\alpha}\right)^{2}-2=5^{2}-2=23\end{array} $,(1) $4$ (2) $23  $
00043_61825,M3_1_03_00043_61825_A.png,$ x=-1 $ 은 두 이차방정식의 공통인 근이므로 $ 1+a-4=0 $ 에서 $ a=3   1-[b-1]+3 b=0 $ 에서 $ 2 b+2=0 \quad \therefore b=-1   \therefore a b=3 \times[-1]=-3 $,①
00043_61826,M3_1_03_00043_61826_A.png,"$ \begin{array}{l}\text { (1) } x^{2}+12=12-3 x \text { 에서 } \\ x^{2}+3 x=0 \\ x[x+3\rfloor=0 \\ \therefore x=0 \text { 또는 } x=-3 \\ \text { (2) } 2 x^{2}-3 x-2=x^{2}+6 x+8 \text { 에서 } \\ x^{2}-9 x-10=0,\{x+1]\{x-10]=0 \\ \therefore x=-1 \text { 또는 } x=10 \\ \text { (3) } 9 x^{2}-18 x=x^{2}-9 \text { 에서 } \\ 8 x^{2}-18 x+9=0 \\ \{4 x-3\rfloor\{2 x-3\rfloor=0 \\ \therefore x=\frac{3}{4} \text { 또는 } x=\frac{3}{2}\end{array} $",(해답)(1) $x=0$ 또는 $x=‒3$ (2) $x=‒1 $또는 $x=10$ (3) $x=\frac{3}{4}$ 또는 $x=\frac{3}{2}$
00043_61827,M3_1_03_00043_61827_A.png,(1) $ 4 x^{2}-24=3 x^{2}+2 x $ 에서  $ x^{2}-2 x-24=0 $  $ [x+4][x-6]=0 $   $ \therefore x=-4 $ 또는 $ x=6 $  (2) $ x^{2}-6 x+9=4 x $  $ [x-3]^{2}=4 x $ 에서  $ x^{2}-10 x+9=0 $  $ \therefore x=1 $ 또는 $ x=9 $  (3) $ [x-2][2 x+1]=[x-2]^{2} $  $ 2 x^{2}-3 x-2=x^{2}-4 x+4 $  $ x^{2}+x-6=0 $  $ [x+3][x-2]=0 $  $ \therefore x=-3 $ 또는 $ x=2 $  (4) $ [2 x-3][3 x+1]=2 x^{2}-6 $ 에서 $ 6 x^{2}-7 x-3=2 x^{2}-6 $  $ 4 x^{2}-7 x+3=0 $  $ [4 x-3][x-1]=0 $  $ \therefore x=\frac{3}{4} $ 또는 $ x=1 $,(1) $x=‒4 또는 x=6$  (2) $x=1 또는 x=9$  (3) $x=‒3 또는 x=2$  (4) (4) $ x=\frac{3}{4} $ 또는 $ x=1 $
00043_61828,M3_1_03_00043_61828_A.png,"$ x=2 $ 를 $ a x^{2}-3 x-2=0 $ 에 대입하면 $ a \times 2^{2}-3 \times 2-2=0 $ \[ 4 a-8=0 \quad \therefore a=2 \] $ a=2 $ 를 $ a x^{2}-3 x-2=0 $ 에 대입하면 \[ 2 x^{2}-3 x-2=0,(2 x+1)(x-2)=0 \] $ \therefore x=-\frac{1}{2} $ 또는 $ x=2 $ 따라서 다른 한 근은 $ x=-\frac{1}{2} $","$a=2, x=-\frac{1}{2}$"
00043_61829,M3_1_03_00043_61829_A.png,$ x^{2}+5 x-6=0 $ 에서 $ (x+6)(x-1)=0 $ $ \therefore x=-6 $ 또는 $ x=1 $ 이 중 큰 근 $ x=1 $ 이 $ 3 x^{2}+a x-2=0 $ 의 근이므로 $ 3 \times 1^{2}+a-2=0 $ $ a+1=0  \therefore a=-1 $ $ a=-1 $ 을 $ 3 x^{2}+a x-2=0 $ 에 대입하면 $ 3 x^{2}-x-2=0 $ $ (3 x+2)(x-1)=0 $ $ \therefore x=-\frac{2}{3} $ 또는 $ x=1 $ 따라서 다른 한 근은 $ x=-\frac{2}{3} $,"$ a=-1, x=-\frac{2}{3} $"
00043_61830,M3_1_03_00043_61830_A.png,\[ \begin{array}{l} x^{2}-8 x+15=0 \text { 에서 }(x-3)(x-5)=0 \\ \therefore x=3 \text { 또는 } x=5 \\ 2 x^{2}-9 x+9=0 \text { 에서 }(2 x-3)(x-3)=0 \\ \therefore x=\frac{3}{2} \text { 또는 } x=3 \end{array} \] 따라서 두 이차방정식을 동시에 만족하는 $ x $ 의 값은 $ x=3 $ 이다.,$x=3  $
00043_61831,M3_1_03_00043_61831_A.png,"$ \text { (1) } x^{2}-x-6=0 \text { 에서 }[x+2][x-3]=0 \\ \therefore x=-2 \text { 또는 } x=3 \\ 3 x^{2}+5 x-2=0 \text { 에서 }[3 x-1][x+2]=0 \\ \therefore x=\frac{1}{3} \text { 또는 } x=-2 $ 따라서 공통인 근은 $ x=-2 $ 이다. (2) $ x=-2 $ 를 $ x^{2}+a x-14=0 $ 에 대입하면 \({[-2]^{2}+a \times[-2]-14=0,-2 a-10=0  \therefore a=-5} \\ x=-2 \text { 를 } 3 x^{2}-5 x+b=0 \text { 에 대입하면 } \\ 3 \times[-2]^{2}-5 \times[-2]+b=0 \\ b+22=0  \therefore b=-22 \\ \therefore a-b=-5+22=17\)",(1) $ x=-2 $ (2) $17$
00043_61833,M3_1_03_00043_61833_A.png,"주어진 방정식이 이차방정식이므로 \[ a-2 \neq 0 \quad \therefore a \neq 2 \cdots \cdots \cdot\text { ㉠ } \] $ x=-1 $ 을 주어진 식에 대입하면 \[ \begin{array}{l} (a-2] \times[-1)^{2}+a^{2} \times[-1]+4=0 \\ a^{2}-a-2=0 \\ (a+1)(a-2)=0 \\ \therefore a=-1 \text { 또는 } a=2 \cdots \cdots \cdot㉡ \end{array} \] ㉠, ㉡에 의해 $ a=-1   a=-1 $ 을 주어진 식에 대입하면 \[ \begin{array}{l} -3 x^{2}+x+4=0,3 x^{2}-x-4=0 \\ (x+1)(3 x-4)=0 \\ \therefore x=-1 \text { 또는 } x=\frac{4}{3} \end{array} \] 따라서 다른 한 근은 $ x=\frac{4}{3} $","\[ a=-1, x=\frac{4}{3} \]"
00043_61834,M3_1_03_00043_61834_A.png,$ 3 x(x-1)=5(x-3)(x+1) $ 에서 $ 3 x^{2}-3 x=5\left(x^{2}-2 x-3\right) $ $ 3 x^{2}-3 x=5 x^{2}-10 x-15 $ $ 2 x^{2}-7 x-15=0 $ $ (2 x+3)(x-5)=0 $ $ \therefore x=-\frac{3}{2} $ 또는 $ x=5 $,$ x=-\frac{3}{2} $ 또는 $ x=5 $
00043_61836,M3_1_03_00043_61836_A.png,"\[ \begin{array}{l} 3 A=2 B \text { 에서 } 3\left(x^{2}-3 x-18\right\}=2\left\{x^{2}-2 x-15\right] \\ 3 x^{2}-9 x-54=2 x^{2}-4 x-30 \\ x^{2}-5 x-24=0,[x+3]\{x-8]=0 \\ \therefore x=-3 \text { 또는 } x=8\sdot\sdot\sdot㉠ \end{array} \] 이때 $ B \neq 0 $ 에서 $ x^{2}-12 x-15 \neq 0 $ \[ \begin{array}{l} {[x+3\}\{x-5\} \neq 0} \\ \therefore x \neq-3 \text { 이고 } x \neq 5\sdot\sdot\sdot㉡ \end{array} \] ㉠,㉡)에 의해 $ x=8 $",$8$
00043_61837,M3_1_03_00043_61837_A.png,"$ \{x-1\}[x-a\}=0 $ 에서 $ x=1 $ 또는 $ x=a $ 따라서 $ x=1 $ 을 $ x^{2}+2 b x-5=0 $ 에 대입하면 \(1+2 b-5=0  \therefore b=2 \\ b=2 \text { 를 } x^{2}+2 b x-5=0 \text { 에 대입하면 } \\ x^{2}+4 x-5=0,\{x+5]\{x-1\}=0 \\ \therefore x=-5 \text { 또는 } x=1\) 따라서 $ a=-5 $ 이므로 $ a+b=-5+2=-3 $",$ -3 $
00043_61838,M3_1_03_00043_61838_A.png,\[ \begin{array}{l} 2 x^{2}+9 x y-5 y^{2}=0 \text { 에서 }(2 x-y)[x+5 y\}=0 \\ \therefore x=\frac{y}{2} \text { 또는 } x=-5 y \end{array} \] 그런데 $ x y<0 $ 이므로 $ x=-5 y $ \[ \therefore \frac{x^{2}-5 y^{2}}{x y}=\frac{25 y^{2}-5 y^{2}}{-5 y^{2}}=\frac{20 y^{2}}{-5 y^{2}}=-4 \],$ -4 $
00043_61839,M3_1_03_00043_61839_A.png,"\[ \begin{array}{l} \langle x\rangle^{2}-\langle x\rangle-6=0 \text { 에서 }[\langle x\rangle+2][\langle x\rangle-3]=0 \\ \therefore\langle x\rangle=-2 \text { 또는 }\langle x\rangle=3 \end{array} \] 그런데 약수의 개수는 음수가 될 수 없으므로 $ \langle x\rangle=3 $ 약수의 개수가 $3$ 개인 것은 소수의 제곱인 수이므로 $30$ 개 이하의 자연수 중에는 $ 4,9,25 $ 의 $3$ 개이다.",$3$ 개
00043_61841,M3_1_03_00043_61841_A.png,① $ x=-4 $ 또는 $ x=-\frac{1}{3} $ ② $ x=-\frac{1}{3} $ 또는 $ x=4 $ ③ $ x=-4 $ 또는 $ x=\frac{1}{3} $ ④  $ x=\frac{1}{3} $ 또는 $ x=4 $ ⑤  $ x=0 $ 또는 $ x=4 $,②
00043_61843,M3_1_03_00043_61843_A.png,$ x^{2}+13 x-90=0 $ 에서 $ (x+18)(x-5)=0 $ $ \therefore x=-18 $ 또는 $ x=5 $,①
00043_61844,M3_1_03_00043_61844_A.png,"$ \begin{array}{l}x^{2}=6 x-8 \text { 에서 } x^{2}-6 x+8=0,[x-2](x-4)=0 \\ \therefore x=2 \text { 또는 } x=4 \\ \therefore p^{2}+q^{2}=2^{2}+4^{2}=20\end{array} $",$20$
00043_61846,M3_1_03_00043_61846_A.png,"$ 3x^{2} - 2x-1=0 $ 에서 $ (3x+1)(x-1)=0 $  $ \therefore x=-\frac{1}{3} $ 또는 $ x=1 $  $ a>b $ 이므로 $ a=1, b=-\frac{1}{3} $  $ \therefore a-b=\frac{4}{3} $",④
00043_61849,M3_1_03_00043_61849_A.png,$ x=k $ 를 $ 2 x^{2}-k x-2 k-8=0 $ 에 대입하면 $ 2 k^{2}-k^{2}-2 k-8=0 $ 이므로 $ k^{2}-2 k-8=0 .(k+2)(k-4)=0 $ $ \therefore k=-2 $ 또는 $ k=4 $ 그런데 $ k $ 는 양수이므로 $ k=4 $,①
00043_61850,M3_1_03_00043_61850_A.png,"$ x=-2 $ 를 주어진 방정식에 대입하면 \[\begin{array}{l}4(a+1)-2 a(a-4)+10=0 \text { 이므로 } \\ a^{2}-6 a-7=0,(a+1)\{a-7\}=0 \\ \therefore a=-1 \text { 또는 } a=7 \end{array} \] 그런데 $ a+1 \neq 0 $, 즉 $ a \neq-1 $ 이어야 하므로 $ a=7 $",$ 7 $
00043_61851,M3_1_03_00043_61851_A.png,$ x=-2 $ 를 주어진 방정식에 대입하면 $ 4-4 a-a+11=0 $ 이므로 $ a=3 $ 즉 $ x^{2}+6 x+8=0 $ 에서 $ \{x+4\}\{x+2\}=0 $ $ \therefore x=-4 $ 또는 $ x=-2 $ 따라서 $ b=-4 $ 이므로 $ a+b=3+(-4)=-1 $,⑤
00043_61852,M3_1_03_00043_61852_A.png,$ x=3 $ 을 주어진 방정식에 대입하면 $ 9+3 a-6=0 $ 이므로 $ a=-1 $ 즉 $ x^{2}-x-6=0 $ 에서 $ (x+2)(x-3)=0 $ $ \therefore x=-2 $ 또는 $ x=3 $ 따라서 $ b=-2 $ 이므로 $ a-b=-1-(-2)=1 $,$1$
00043_61854,M3_1_03_00043_61854_A.png,\[ \begin{array}{l} x=-2 \text { 가 이차방정식 } x^{2}-2 a x+6=0 \text { 의 근이므로 } \\ 4+4 a+6=0.4 a+10=0 \quad \therefore a=-\frac{5}{2} \end{array} \] \[ \begin{array}{l} \text { 즉 } x^{2}+5 x+6=0 \text { 에서 } \\ (x+2)(x+3)=0 \quad \therefore x=-2 \text { 또는 } x=-3 \end{array} \] 따라서 $ b=-3 $ 이므로 \[ a+b=-\frac{5}{2}+(-3)=-\frac{11}{2} \],①
00043_61855,M3_1_03_00043_61855_A.png,"$ x=2 $ 를 주어진 방정식에 대입하면 $ 4(a-1)-2\left(a^{2}+1\right)+2(a+1)=0 $ 이므로 $ a^{2}-3 a+2=0,(a-1)(a-2)=0 $ $ \therefore a=1 $ 또는 $ a=2 $ 그런데 $ a-1 \neq 0 $, 즉 $ a \neq 1 $ 이어야 하므로 $ a=2 $ 즉 $ x^{2}-5 x+6=0 $ 에서 $ (x-2)(x-3)=0  \therefore x=2 $ 또는 $ x=3 $ 따라서 $ b=3 $ 이므로 $ a b=6 $",③
00043_61856,M3_1_03_00043_61856_A.png,"$x^2‒4x‒32=0$에서 $(x+4)(x‒8)=0 \therefore x=‒4$ 또는 $x=8$ 따라서 $x^2‒ax‒16=0$의 한 근이 $8$이므로 $64‒8a‒16=0, 48‒8a=0 \therefore a=6$",$6$
00043_61857,M3_1_03_00043_61857_A.png,"$\begin{array}{l}x^{2}+2 x-3=0 \text { 에서 }(x+3)(x-1)=0 \\ \therefore x=-3 \text { 또는 } x=1\end{array}$  따라서 $ x^{2}+a x+a-3=0 $ 의 한 근이 $-3$ 이므로 $ 9-3 a+a-3=0,-2 a+6=0 \quad \therefore a=3 $",$3$
00043_61859,M3_1_03_00043_61859_A.png,"$ \begin{array}{l}2 x^{2}-5 x=3 \text { 에서 } 2 x^{2}-5 x-3=0,(2 x+1)(x-3)=0 \\ \therefore x=-\frac{1}{2} \text { 또는 } x=3\end{array} $따라서 $ x^{2}-(m-2) x+m+3=0 $ 의 한 근이 3 이므로 \[ 9-3(m-2)+m+3=0, \quad-2 m+18=0 \quad \therefore m=9 \] 또 $ 4 x^{2}-n x-3=0 $ 의 한 근이 $ -\frac{1}{2} $ 이므로 \[ \begin{array}{l} 1+\frac{1}{2} n-3=0 \quad \therefore n=4 \\ \therefore m-n=9-4=5 \end{array} \]",③
00043_61860,M3_1_03_00043_61860_A.png,"$ x=-5 $ 를 $ x^{2}-2 a x-5=0 $ 에 대입하면 $ 25+10 a-5=0 $ 이므로 $ a=-2 $ 즉 $ x^{2}+4 x-5=0 $ 이므로 $ (x+5)(x-1)=0 $ \[ \therefore x=-5 \text { 또는 } x=1 \] 따라서 $ x^{2}+(b-2) x-3 b=0 $ 의 한 근이 1 이므로 \[ \begin{array}{l} 1+b-2-3 b=0,-1-2 b=0  \therefore b=-\frac{1}{2} \\ \therefore a+b=-2+\left(-\frac{1}{2}\right)=-\frac{5}{2} \end{array} \]",\[ -\frac{5}{2} \]
00043_61861,M3_1_03_00043_61861_A.png,$ x^{2}+7 x+10=0 $ 에서 $ (x+5)(x+2)=0 $ $ \therefore x=-5 $ 또는 $ x=-2 $ $ 5 x^{2}+7 x-6=0 $ 에서 $ (x+2)(5 x-3)=0 $ $ \therefore x=-2 $ 또는 $ x=\frac{3}{5} $ 따라서 공통인 근은 $ x=-2 $ 이다.,$x=‒2  $
